iso_code,continent,location,month_year,population,monthly_vaccinations_count,cumulative_vaccinations_count
CUW,North America,Curacao,June 2021,164100,4860081,13851933
CUW,North America,Curacao,March 2021,164100,61506,13913439
CUW,North America,Curacao,May 2021,164100,3890547,17803986
CYM,North America,Cayman Islands,April 2021,65720,1788292,1788292
CYM,North America,Cayman Islands,August 2021,65720,1182435,2970727
CYM,North America,Cayman Islands,December 2020,65720,4128,2974855
CYM,North America,Cayman Islands,February 2021,65720,449206,3424061
CYM,North America,Cayman Islands,January 2021,65720,179155,3603216
CYM,North America,Cayman Islands,July 2021,65720,2961307,6564523
CYM,North America,Cayman Islands,June 2021,65720,2639963,9204486
CYM,North America,Cayman Islands,March 2021,65720,1116498,10320984
CYM,North America,Cayman Islands,May 2021,65720,2304063,12625047
CYP,Europe,Cyprus,April 2020,888005,4651588,4651588
CYP,Europe,Cyprus,April 2021,888005,6254799,10906387
CYP,Europe,Cyprus,August 2020,888005,2644685,13551072
CYP,Europe,Cyprus,August 2021,888005,12209246,25760318
CYP,Europe,Cyprus,December 2020,888005,491552,26251870
CYP,Europe,Cyprus,February 2020,888005,177541,26429411
CYP,Europe,Cyprus,February 2021,888005,1380900,27810311
CYP,Europe,Cyprus,January 2021,888005,387255,28197566
CYP,Europe,Cyprus,July 2020,888005,3191792,31389358
CYP,Europe,Cyprus,July 2021,888005,28352514,59741872
CYP,Europe,Cyprus,June 2020,888005,3609750,63351622
CYP,Europe,Cyprus,June 2021,888005,21574397,84926019
CYP,Europe,Cyprus,March 2020,888005,4090183,89016202
CYP,Europe,Cyprus,March 2021,888005,3717833,92734035
CYP,Europe,Cyprus,May 2020,888005,4268358,97002393
CYP,Europe,Cyprus,May 2021,888005,13772439,110774832
CYP,Europe,Cyprus,November 2020,888005,996614,111771446
CYP,Europe,Cyprus,October 2020,888005,1568118,113339564
CYP,Europe,Cyprus,September 2020,888005,2038452,115378016
CZE,Europe,Czechia,April 2020,10708982,26425093,26425093
CZE,Europe,Czechia,April 2021,10708982,72184252,98609345
CZE,Europe,Czechia,August 2020,10708982,14232848,112842193
CZE,Europe,Czechia,August 2021,10708982,127753592,240595785
CZE,Europe,Czechia,December 2020,10708982,1275401,241871186
CZE,Europe,Czechia,February 2021,10708982,13457937,255329123
CZE,Europe,Czechia,January 2021,10708982,4027843,259356966
CZE,Europe,Czechia,July 2020,10708982,17541137,276898103
CZE,Europe,Czechia,July 2021,10708982,291709125,568607228
CZE,Europe,Czechia,June 2020,10708982,20125227,588732455
CZE,Europe,Czechia,June 2021,10708982,206528987,795261442
CZE,Europe,Czechia,March 2020,10708982,30560861,825822303
CZE,Europe,Czechia,March 2021,10708982,37214418,863036721
CZE,Europe,Czechia,May 2020,10708982,24050999,887087720
CZE,Europe,Czechia,May 2021,10708982,131501201,1018588921
CZE,Europe,Czechia,November 2020,10708982,4323924,1022912845
CZE,Europe,Czechia,October 2020,10708982,7722986,1030635831
CZE,Europe,Czechia,September 2020,10708982,10623790,1041259621
DEU,Europe,Germany,April 2020,83783945,16940453,16940453
DEU,Europe,Germany,April 2021,83783945,631489470,648429923
DEU,Europe,Germany,August 2020,83783945,9470298,657900221
DEU,Europe,Germany,August 2021,83783945,1136990364,1794890585
DEU,Europe,Germany,December 2020,83783945,1888110,1796778695
DEU,Europe,Germany,February 2020,83783945,20087983,1816866678
DEU,Europe,Germany,February 2021,83783945,122806523,1939673201
DEU,Europe,Germany,January 2020,83783945,5854654,1945527855
DEU,Europe,Germany,January 2021,83783945,38658055,1984185910
DEU,Europe,Germany,July 2020,83783945,11503603,1995689513
DEU,Europe,Germany,July 2021,83783945,2637070874,4632760387
DEU,Europe,Germany,June 2020,83783945,13068497,4645828884
DEU,Europe,Germany,June 2021,83783945,1908338997,6554167881
DEU,Europe,Germany,March 2020,83783945,19505646,6573673527
DEU,Europe,Germany,March 2021,83783945,313595787,6887269314
DEU,Europe,Germany,May 2020,83783945,15504625,6902773939
DEU,Europe,Germany,May 2021,83783945,1256709329,8159483268
DEU,Europe,Germany,November 2020,83783945,3356870,8162840138
DEU,Europe,Germany,October 2020,83783945,5469276,8168309414
DEU,Europe,Germany,September 2020,83783945,7228825,8175538239
DJI,Africa,Djibouti,April 2020,988002,219334067,219334067
DJI,Africa,Djibouti,April 2021,988002,3039165,222373232
DJI,Africa,Djibouti,August 2020,988002,150996833,373370065
DJI,Africa,Djibouti,August 2021,988002,610814,373980879
DJI,Africa,Djibouti,December 2020,988002,75657227,449638106
DJI,Africa,Djibouti,February 2021,988002,34590112,484228218
DJI,Africa,Djibouti,January 2021,988002,56513558,540741776
DJI,Africa,Djibouti,July 2020,988002,170140502,710882278
DJI,Africa,Djibouti,July 2021,988002,1223871,712106149
DJI,Africa,Djibouti,June 2020,988002,182879421,894985570
DJI,Africa,Djibouti,June 2021,988002,756771,895742341
DJI,Africa,Djibouti,March 2020,988002,108491434,1004233775
DJI,Africa,Djibouti,March 2021,988002,20078833,1024312608
DJI,Africa,Djibouti,May 2020,988002,207810303,1232122911
DJI,Africa,Djibouti,May 2021,988002,465502,1232588413
DJI,Africa,Djibouti,November 2020,988002,91443994,1324032407
DJI,Africa,Djibouti,October 2020,988002,113327028,1437359435
DJI,Africa,Djibouti,September 2020,988002,127898644,1565258079
DMA,North America,Dominica,April 2020,71991,1467779,1467779
DMA,North America,Dominica,April 2021,71991,633926,2101705
DMA,North America,Dominica,August 2020,71991,900465,3002170
DMA,North America,Dominica,August 2021,71991,476637,3478807
DMA,North America,Dominica,December 2020,71991,286741,3765548
DMA,North America,Dominica,February 2021,71991,52446,3817994
DMA,North America,Dominica,January 2021,71991,130794,3948788
DMA,North America,Dominica,July 2020,71991,1056412,5005200
DMA,North America,Dominica,July 2021,71991,1246405,6251605
DMA,North America,Dominica,June 2020,71991,1170816,7422421
DMA,North America,Dominica,June 2021,71991,1148557,8570978
DMA,North America,Dominica,March 2020,71991,521715,9092693
DMA,North America,Dominica,March 2021,71991,431144,9523837
DMA,North America,Dominica,May 2020,71991,1363274,10887111
DMA,North America,Dominica,May 2021,71991,1048061,11935172
DMA,North America,Dominica,November 2020,71991,425972,12361144
DMA,North America,Dominica,October 2020,71991,593603,12954747
DMA,North America,Dominica,September 2020,71991,722936,13677683
DNK,Europe,Denmark,April 2020,5792203,1966533,1966533
DNK,Europe,Denmark,April 2021,5792203,45287030,47253563
DNK,Europe,Denmark,August 2020,5792203,1018133,48271696
DNK,Europe,Denmark,August 2021,5792203,91889229,140160925
DNK,Europe,Denmark,December 2020,5792203,128843,140289768
DNK,Europe,Denmark,February 2020,5792203,2284002,142573770
DNK,Europe,Denmark,February 2021,5792203,11622373,154196143
DNK,Europe,Denmark,January 2021,5792203,4626292,158822435
DNK,Europe,Denmark,July 2020,5792203,1274720,160097155
DNK,Europe,Denmark,July 2021,5792203,197259812,357356967
DNK,Europe,Denmark,June 2020,5792203,1477905,358834872
DNK,Europe,Denmark,June 2021,5792203,130793054,489627926
DNK,Europe,Denmark,March 2020,5792203,2284545,491912471
DNK,Europe,Denmark,March 2021,5792203,26808011,518720482
DNK,Europe,Denmark,May 2020,5792203,1779617,520500099
DNK,Europe,Denmark,May 2021,5792203,84103301,604603400
DNK,Europe,Denmark,November 2020,5792203,252345,604855745
DNK,Europe,Denmark,October 2020,5792203,513205,605368950
DNK,Europe,Denmark,September 2020,5792203,740982,606109932
DOM,North America,Dominican Republic,April 2020,10847904,1018269,1018269
DOM,North America,Dominican Republic,April 2021,10847904,44985182,46003451
DOM,North America,Dominican Republic,August 2020,10847904,630294,46633745
DOM,North America,Dominican Republic,August 2021,10847904,124838267,171472012
DOM,North America,Dominican Republic,December 2020,10847904,210098,171682110
DOM,North America,Dominican Republic,February 2021,10847904,296172,171978282
DOM,North America,Dominican Republic,January 2021,10847904,103327,172081609
DOM,North America,Dominican Republic,July 2020,10847904,737065,172818674
DOM,North America,Dominican Republic,July 2021,10847904,283619374,456438048
DOM,North America,Dominican Republic,June 2020,10847904,814949,457252997
DOM,North America,Dominican Republic,June 2021,10847904,192978914,650231911
DOM,North America,Dominican Republic,March 2020,10847904,1157261,651389172
DOM,North America,Dominican Republic,March 2021,10847904,19207618,670596790
DOM,North America,Dominican Republic,May 2020,10847904,947162,671543952
DOM,North America,Dominican Republic,May 2021,10847904,97535125,769079077
DOM,North America,Dominican Republic,November 2020,10847904,304981,769384058
DOM,North America,Dominican Republic,October 2020,10847904,420195,769804253
DOM,North America,Dominican Republic,September 2020,10847904,508301,770312554
DZA,Africa,Algeria,April 2020,43851043,32399031,32399031
DZA,Africa,Algeria,April 2021,43851043,44614790,77013821
DZA,Africa,Algeria,August 2020,43851043,19263479,96277300
DZA,Africa,Algeria,August 2021,43851043,48523899,144801199
DZA,Africa,Algeria,December 2020,43851043,5105982,149907181
DZA,Africa,Algeria,February 2020,43851043,6307610,156214791
DZA,Africa,Algeria,February 2021,43851043,2604002,158818793
DZA,Africa,Algeria,January 2021,43851043,1523624,160342417
DZA,Africa,Algeria,July 2020,43851043,22860876,183203293
DZA,Africa,Algeria,July 2021,43851043,118162274,301365567
DZA,Africa,Algeria,June 2020,43851043,25548629,326914196
DZA,Africa,Algeria,June 2021,43851043,91177894,418092090
DZA,Africa,Algeria,March 2020,43851043,37018373,455110463
DZA,Africa,Algeria,March 2021,43851043,22044347,477154810
DZA,Africa,Algeria,May 2020,43851043,29939624,507094434
DZA,Africa,Algeria,May 2021,43851043,70159555,577253989
DZA,Africa,Algeria,November 2020,43851043,8366474,585620463
DZA,Africa,Algeria,October 2020,43851043,12184731,597805194
DZA,Africa,Algeria,September 2020,43851043,15216876,613022070
ECU,South America,Ecuador,April 2020,17643060,271472826,271472826
ECU,South America,Ecuador,April 2021,17643060,16311172,287783998
ECU,South America,Ecuador,August 2020,17643060,158012347,445796345
ECU,South America,Ecuador,August 2021,17643060,154236013,600032358
ECU,South America,Ecuador,December 2020,17643060,36002813,636035171
ECU,South America,Ecuador,February 2021,17643060,372925,636408096
ECU,South America,Ecuador,January 2021,17643060,6799980,643208076
ECU,South America,Ecuador,July 2020,17643060,189014769,832222845
ECU,South America,Ecuador,July 2021,17643060,233316360,1065539205
ECU,South America,Ecuador,June 2020,17643060,212435955,1277975160
ECU,South America,Ecuador,June 2021,17643060,98503718,1376478878
ECU,South America,Ecuador,March 2020,17643060,311024303,1687503181
ECU,South America,Ecuador,March 2021,17643060,4517804,1692020985
ECU,South America,Ecuador,May 2020,17643060,250019537,1942040522
ECU,South America,Ecuador,May 2021,17643060,49680678,1991721200
ECU,South America,Ecuador,November 2020,17643060,64359867,2056081067
ECU,South America,Ecuador,October 2020,17643060,97007581,2153088648
ECU,South America,Ecuador,September 2020,17643060,123396739,2276485387
EGY,Africa,Egypt,April 2020,102334403,345521899,345521899
EGY,Africa,Egypt,April 2021,102334403,18732189,364254088
EGY,Africa,Egypt,August 2020,102334403,202763057,567017145
EGY,Africa,Egypt,August 2021,102334403,68050039,635067184
EGY,Africa,Egypt,December 2020,102334403,49116517,684183701
EGY,Africa,Egypt,February 2020,102334403,219378984,903562685
EGY,Africa,Egypt,February 2021,102334403,1301767,904864452
EGY,Africa,Egypt,January 2021,102334403,11221536,916085988
EGY,Africa,Egypt,July 2020,102334403,241804392,1157890380
EGY,Africa,Egypt,July 2021,102334403,155226103,1313116483
EGY,Africa,Egypt,June 2020,102334403,271176799,1584293282
EGY,Africa,Egypt,June 2021,102334403,110801374,1695094656
EGY,Africa,Egypt,March 2020,102334403,395450932,2090545588
EGY,Africa,Egypt,March 2021,102334403,4302733,2094848321
EGY,Africa,Egypt,May 2020,102334403,318627662,2413475983
EGY,Africa,Egypt,May 2021,102334403,52657361,2466133344
EGY,Africa,Egypt,November 2020,102334403,84704663,2550838007
EGY,Africa,Egypt,October 2020,102334403,125939787,2676777794
EGY,Africa,Egypt,September 2020,102334403,159049763,2835827557
ERI,Africa,Eritrea,April 2020,3546427,9076984,9076984
ERI,Africa,Eritrea,April 2021,3546427,5001898,14078882
ERI,Africa,Eritrea,August 2020,3546427,7966296,22045178
ERI,Africa,Eritrea,August 2021,3546427,1496118,23541296
ERI,Africa,Eritrea,December 2020,3546427,6558808,30100104
ERI,Africa,Eritrea,February 2021,3546427,5293656,35393760
ERI,Africa,Eritrea,January 2021,3546427,6201169,41594929
ERI,Africa,Eritrea,July 2020,3546427,8323936,49918865
ERI,Africa,Eritrea,July 2021,3546427,4113014,54031879
ERI,Africa,Eritrea,June 2020,3546427,8395944,62427823
ERI,Africa,Eritrea,June 2021,3546427,4320856,66748679
ERI,Africa,Eritrea,March 2020,3546427,3412149,70160828
ERI,Africa,Eritrea,March 2021,3546427,5520499,75681327
ERI,Africa,Eritrea,May 2020,3546427,9027679,84709006
ERI,Africa,Eritrea,May 2021,3546427,4816756,89525762
ERI,Africa,Eritrea,November 2020,3546427,6687754,96213516
ERI,Africa,Eritrea,October 2020,3546427,7262552,103476068
ERI,Africa,Eritrea,September 2020,3546427,7368799,110844867
ESP,Europe,Spain,April 2020,46754783,1922196,1922196
ESP,Europe,Spain,April 2021,46754783,360868406,362790602
ESP,Europe,Spain,August 2020,46754783,2256645,365047247
ESP,Europe,Spain,August 2021,46754783,705087918,1070135165
ESP,Europe,Spain,December 2020,46754783,2525917,1072661082
ESP,Europe,Spain,February 2020,46754783,1733208,1074394290
ESP,Europe,Spain,February 2021,46754783,75086534,1149480824
ESP,Europe,Spain,January 2021,46754783,24209423,1173690247
ESP,Europe,Spain,July 2020,46754783,2188223,1175878470
ESP,Europe,Spain,July 2021,46754783,1554722157,2730600627
ESP,Europe,Spain,June 2020,46754783,2052492,2732653119
ESP,Europe,Spain,June 2021,46754783,1037761046,3770414165
ESP,Europe,Spain,March 2020,46754783,1918951,3772333116
ESP,Europe,Spain,March 2021,46754783,180374993,3952708109
ESP,Europe,Spain,May 2020,46754783,2053589,3954761698
ESP,Europe,Spain,May 2021,46754783,690534236,4645295934
ESP,Europe,Spain,November 2020,46754783,2379289,4647675223
ESP,Europe,Spain,October 2020,46754783,2391284,4650066507
ESP,Europe,Spain,September 2020,46754783,2248998,4652315505
EST,Europe,Estonia,April 2020,1326539,2858291,2858291
EST,Europe,Estonia,April 2021,1326539,10810601,13668892
EST,Europe,Estonia,August 2020,1326539,1540311,15209203
EST,Europe,Estonia,August 2021,1326539,14001791,29210994
EST,Europe,Estonia,December 2020,1326539,141532,29352526
EST,Europe,Estonia,February 2020,1326539,2926185,32278711
EST,Europe,Estonia,February 2021,1326539,2070800,34349511
EST,Europe,Estonia,January 2020,1326539,244143,34593654
EST,Europe,Estonia,January 2021,1326539,570113,35163767
EST,Europe,Estonia,July 2020,1326539,1897951,37061718
EST,Europe,Estonia,July 2021,1326539,32608731,69670449
EST,Europe,Estonia,June 2020,1326539,2177248,71847697
EST,Europe,Estonia,June 2021,1326539,25450168,97297865
EST,Europe,Estonia,March 2020,1326539,3305439,100603304
EST,Europe,Estonia,March 2021,1326539,6088635,106691939
EST,Europe,Estonia,May 2020,1326539,2601697,109293636
EST,Europe,Estonia,May 2021,1326539,18147170,127440806
EST,Europe,Estonia,November 2020,1326539,469061,127909867
EST,Europe,Estonia,October 2020,1326539,836568,128746435
EST,Europe,Estonia,September 2020,1326539,1150104,129896539
ETH,Africa,Ethiopia,April 2020,114963583,6095371,6095371
ETH,Africa,Ethiopia,April 2021,114963583,20971942,27067313
ETH,Africa,Ethiopia,August 2020,114963583,8707928,35775241
ETH,Africa,Ethiopia,August 2021,114963583,27157227,62932468
ETH,Africa,Ethiopia,December 2020,114963583,11107472,74039940
ETH,Africa,Ethiopia,February 2021,114963583,11107337,85147277
ETH,Africa,Ethiopia,January 2021,114963583,11717192,96864469
ETH,Africa,Ethiopia,July 2020,114963583,8098207,104962676
ETH,Africa,Ethiopia,July 2021,114963583,65470892,170433568
ETH,Africa,Ethiopia,June 2020,114963583,7256441,177690009
ETH,Africa,Ethiopia,June 2021,114963583,58246290,235936299
ETH,Africa,Ethiopia,March 2020,114963583,3565057,239501356
ETH,Africa,Ethiopia,March 2021,114963583,12877627,252378983
ETH,Africa,Ethiopia,May 2020,114963583,6898435,259277418
ETH,Africa,Ethiopia,May 2021,114963583,45786232,305063650
ETH,Africa,Ethiopia,November 2020,114963583,10168631,315232281
ETH,Africa,Ethiopia,October 2020,114963583,9907700,325139981
ETH,Africa,Ethiopia,September 2020,114963583,9007561,334147542
FIN,Europe,Finland,April 2020,5540718,15785582,15785582
FIN,Europe,Finland,April 2021,5540718,41360214,57145796
FIN,Europe,Finland,August 2020,5540718,8637466,65783262
FIN,Europe,Finland,August 2021,5540718,70141489,135924751
FIN,Europe,Finland,December 2020,5540718,994488,136919239
FIN,Europe,Finland,February 2020,5540718,18805035,155724274
FIN,Europe,Finland,February 2021,5540718,8122404,163846678
FIN,Europe,Finland,January 2020,5540718,2042351,165889029
FIN,Europe,Finland,January 2021,5540718,1811253,167700282
FIN,Europe,Finland,July 2020,5540718,10579535,178279817
FIN,Europe,Finland,July 2021,5540718,155195278,333475095
FIN,Europe,Finland,June 2020,5540718,12087365,345562460
FIN,Europe,Finland,June 2021,5540718,110265768,455828228
FIN,Europe,Finland,March 2020,5540718,18222513,474050741
FIN,Europe,Finland,March 2021,5540718,22246021,496296762
FIN,Europe,Finland,May 2020,5540718,14401023,510697785
FIN,Europe,Finland,May 2021,5540718,74782747,585480532
FIN,Europe,Finland,November 2020,5540718,2811514,588292046
FIN,Europe,Finland,October 2020,5540718,4815976,593108022
FIN,Europe,Finland,September 2020,5540718,6509731,599617753
FJI,Oceania,Fiji,April 2020,896444,107400,107400
FJI,Oceania,Fiji,April 2021,896444,1045078,1152478
FJI,Oceania,Fiji,August 2020,896444,70460,1222938
FJI,Oceania,Fiji,August 2021,896444,7953141,9176079
FJI,Oceania,Fiji,December 2020,896444,30101,9206180
FJI,Oceania,Fiji,February 2020,896444,122544,9328724
FJI,Oceania,Fiji,February 2021,896444,9110,9337834
FJI,Oceania,Fiji,January 2020,896444,8782,9346616
FJI,Oceania,Fiji,January 2021,896444,19850,9366466
FJI,Oceania,Fiji,July 2020,896444,80714,9447180
FJI,Oceania,Fiji,July 2021,896444,13991033,23438213
FJI,Oceania,Fiji,June 2020,896444,87870,23526083
FJI,Oceania,Fiji,June 2021,896444,7384325,30910408
FJI,Oceania,Fiji,March 2020,896444,121069,31031477
FJI,Oceania,Fiji,March 2021,896444,25867,31057344
FJI,Oceania,Fiji,May 2020,896444,100895,31158239
FJI,Oceania,Fiji,May 2021,896444,3093570,34251809
FJI,Oceania,Fiji,November 2020,896444,38894,34290703
FJI,Oceania,Fiji,October 2020,896444,50282,34340985
FJI,Oceania,Fiji,September 2020,896444,58420,34399405
FLK,South America,Falkland Islands,April 2021,3483,57110,57110
FLK,South America,Falkland Islands,February 2021,3483,28981,86091
FLK,South America,Falkland Islands,March 2021,3483,65847,151938
FRA,Europe,France,April 2020,67564251,136394710,136394710
FRA,Europe,France,April 2021,67564251,501361616,637756326
FRA,Europe,France,August 2020,67564251,73369848,711126174
FRA,Europe,France,August 2021,67564251,884981046,1596107220
FRA,Europe,France,December 2020,67564251,6254217,1602361437
FRA,Europe,France,February 2020,67564251,163067163,1765428600
FRA,Europe,France,February 2021,67564251,89855315,1855283915
FRA,Europe,France,January 2020,67564251,47617504,1902901419
FRA,Europe,France,January 2021,67564251,19438086,1922339505
FRA,Europe,France,July 2020,67564251,90469537,2012809042
FRA,Europe,France,July 2021,67564251,1995735876,4008544918
FRA,Europe,France,June 2020,67564251,103832346,4112377264
FRA,Europe,France,June 2021,67564251,1389702155,5502079419
FRA,Europe,France,March 2020,67564251,157765088,5659844507
FRA,Europe,France,March 2021,67564251,248854744,5908699251
FRA,Europe,France,May 2020,67564251,124117312,6032816563
FRA,Europe,France,May 2021,67564251,922049176,6954865739
FRA,Europe,France,November 2020,67564251,22159533,6977025272
FRA,Europe,France,October 2020,67564251,39722072,7016747344
FRA,Europe,France,September 2020,67564251,54721896,7071469240
FRO,Europe,Faeroe Islands,April 2021,48865,432827,432827
FRO,Europe,Faeroe Islands,August 2021,48865,800367,1233194
FRO,Europe,Faeroe Islands,February 2021,48865,153756,1386950
FRO,Europe,Faeroe Islands,January 2021,48865,12231,1399181
FRO,Europe,Faeroe Islands,July 2021,48865,1796733,3195914
FRO,Europe,Faeroe Islands,June 2021,48865,1221761,4417675
FRO,Europe,Faeroe Islands,March 2021,48865,276467,4694142
FRO,Europe,Faeroe Islands,May 2021,48865,821093,5515235
FSM,Oceania,Micronesia (country),April 2021,115021,1905707259,1905707259
FSM,Oceania,Micronesia (country),August 2021,115021,583398690,2489105949
FSM,Oceania,Micronesia (country),February 2021,115021,2000286568,4489392517
FSM,Oceania,Micronesia (country),January 2021,115021,814123813,5303516330
FSM,Oceania,Micronesia (country),July 2021,115021,1595038302,6898554632
FSM,Oceania,Micronesia (country),June 2021,115021,1664292720,8562847352
FSM,Oceania,Micronesia (country),March 2021,115021,2093961675,10656809027
FSM,Oceania,Micronesia (country),May 2021,115021,1844499992,12501309019
GAB,Africa,Gabon,April 2020,2225728,4755901,4755901
GAB,Africa,Gabon,April 2021,2225728,180742,4936643
GAB,Africa,Gabon,August 2020,2225728,3146391,8083034
GAB,Africa,Gabon,August 2021,2225728,1290047,9373081
GAB,Africa,Gabon,December 2020,2225728,1385567,10758648
GAB,Africa,Gabon,February 2021,2225728,462787,11221435
GAB,Africa,Gabon,January 2021,2225728,938144,12159579
GAB,Africa,Gabon,July 2020,2225728,3593814,15753393
GAB,Africa,Gabon,July 2021,2225728,2408262,18161655
GAB,Africa,Gabon,June 2020,2225728,3903890,22065545
GAB,Africa,Gabon,June 2021,2225728,1160775,23226320
GAB,Africa,Gabon,March 2020,2225728,3054672,26280992
GAB,Africa,Gabon,March 2021,2225728,109054,26390046
GAB,Africa,Gabon,May 2020,2225728,4474226,30864272
GAB,Africa,Gabon,May 2021,2225728,525531,31389803
GAB,Africa,Gabon,November 2020,2225728,1766877,33156680
GAB,Africa,Gabon,October 2020,2225728,2265979,35422659
GAB,Africa,Gabon,September 2020,2225728,2618889,38041548
GBR,Europe,United Kingdom,April 2020,67886004,394504092,394504092
GBR,Europe,United Kingdom,April 2021,67886004,1263408923,1657913015
GBR,Europe,United Kingdom,August 2020,67886004,202232730,1860145745
GBR,Europe,United Kingdom,August 2021,67886004,1035272612,2895418357
GBR,Europe,United Kingdom,December 2020,67886004,18906574,2914324931
GBR,Europe,United Kingdom,February 2020,67886004,476261662,3390586593
GBR,Europe,United Kingdom,February 2021,67886004,442976417,3833563010
GBR,Europe,United Kingdom,January 2020,67886004,17234224,3850797234
GBR,Europe,United Kingdom,January 2021,67886004,145323647,3996120881
GBR,Europe,United Kingdom,July 2020,67886004,254216944,4250337825
GBR,Europe,United Kingdom,July 2021,67886004,2537463864,6787801689
GBR,Europe,United Kingdom,June 2020,67886004,295512296,7083313985
GBR,Europe,United Kingdom,June 2021,67886004,2171856024,9255170009
GBR,Europe,United Kingdom,March 2020,67886004,458799988,9713969997
GBR,Europe,United Kingdom,March 2021,67886004,861674147,10575644144
GBR,Europe,United Kingdom,May 2020,67886004,356508467,10932152611
GBR,Europe,United Kingdom,May 2021,67886004,1772963593,12705116204
GBR,Europe,United Kingdom,November 2020,67886004,47221398,12752337602
GBR,Europe,United Kingdom,October 2020,67886004,99941206,12852278808
GBR,Europe,United Kingdom,September 2020,67886004,146213194,12998492002
GEO,Asia,Georgia,April 2020,3989175,1057135,1057135
GEO,Asia,Georgia,April 2021,3989175,769586,1826721
GEO,Asia,Georgia,August 2020,3989175,689916,2516637
GEO,Asia,Georgia,August 2021,3989175,7408249,9924886
GEO,Asia,Georgia,December 2020,3989175,289106,10213992
GEO,Asia,Georgia,February 2020,3989175,161300,10375292
GEO,Asia,Georgia,February 2021,3989175,81601,10456893
GEO,Asia,Georgia,January 2021,3989175,187267,10644160
GEO,Asia,Georgia,July 2020,3989175,791766,11435926
GEO,Asia,Georgia,July 2021,3989175,10857295,22293221
GEO,Asia,Georgia,June 2020,3989175,863190,23156411
GEO,Asia,Georgia,June 2021,3989175,6313730,29470141
GEO,Asia,Georgia,March 2020,3989175,1192570,30662711
GEO,Asia,Georgia,March 2021,3989175,63233,30725944
GEO,Asia,Georgia,May 2020,3989175,992165,31718109
GEO,Asia,Georgia,May 2021,3989175,2716719,34434828
GEO,Asia,Georgia,November 2020,3989175,376751,34811579
GEO,Asia,Georgia,October 2020,3989175,489516,35301095
GEO,Asia,Georgia,September 2020,3989175,570690,35871785
GGY,Europe,Guernsey,April 2021,67052,1291395,1291395
GGY,Europe,Guernsey,August 2021,67052,1049232,2340627
GGY,Europe,Guernsey,February 2021,67052,497670,2838297
GGY,Europe,Guernsey,January 2021,67052,70308,2908605
GGY,Europe,Guernsey,July 2021,67052,2734107,5642712
GGY,Europe,Guernsey,June 2021,67052,2241382,7884094
GGY,Europe,Guernsey,March 2021,67052,924580,8808674
GGY,Europe,Guernsey,May 2021,67052,1771947,10580621
GHA,Africa,Ghana,April 2020,31072945,2629843266,2629843266
GHA,Africa,Ghana,April 2021,31072945,22261204,2652104470
GHA,Africa,Ghana,August 2020,31072945,1675581932,4327686402
GHA,Africa,Ghana,August 2021,31072945,3970476,4331656878
GHA,Africa,Ghana,December 2020,31072945,637911903,4969568781
GHA,Africa,Ghana,February 2021,31072945,111394509,5080963290
GHA,Africa,Ghana,January 2021,31072945,374241650,5455204940
GHA,Africa,Ghana,July 2020,31072945,1939252186,7394457126
GHA,Africa,Ghana,July 2021,31072945,35308210,7429765336
GHA,Africa,Ghana,June 2020,31072945,2127744863,9557510199
GHA,Africa,Ghana,June 2021,31072945,37047613,9594557812
GHA,Africa,Ghana,March 2020,31072945,1696434106,11290991918
GHA,Africa,Ghana,March 2021,31072945,10798390,11301790308
GHA,Africa,Ghana,May 2020,31072945,2458087200,13759877508
GHA,Africa,Ghana,May 2021,31072945,27792735,13787670243
GHA,Africa,Ghana,November 2020,31072945,868383301,14656053544
GHA,Africa,Ghana,October 2020,31072945,1156746918,15812800462
GHA,Africa,Ghana,September 2020,31072945,1370481702,17183282164
GIB,Europe,Gibraltar,April 2021,33691,1972469,1972469
GIB,Europe,Gibraltar,August 2021,33691,942010,2914479
GIB,Europe,Gibraltar,February 2021,33691,721854,3636333
GIB,Europe,Gibraltar,January 2021,33691,170841,3807174
GIB,Europe,Gibraltar,July 2021,33691,2427271,6234445
GIB,Europe,Gibraltar,June 2021,33691,2336714,8571159
GIB,Europe,Gibraltar,March 2021,33691,1540938,10112097
GIB,Europe,Gibraltar,May 2021,33691,2324277,12436374
GIN,Africa,Guinea,April 2020,13132792,2800528,2800528
GIN,Africa,Guinea,April 2021,13132792,3156495,5957023
GIN,Africa,Guinea,August 2020,13132792,2560241,8517264
GIN,Africa,Guinea,August 2021,13132792,11061140,19578404
GIN,Africa,Guinea,December 2020,13132792,2227970,21806374
GIN,Africa,Guinea,February 2021,13132792,1863530,23669904
GIN,Africa,Guinea,January 2021,13132792,2143539,25813443
GIN,Africa,Guinea,July 2020,13132792,2644672,28458115
GIN,Africa,Guinea,July 2021,13132792,23715486,52173601
GIN,Africa,Guinea,June 2020,13132792,2639750,54813351
GIN,Africa,Guinea,June 2021,13132792,13534199,68347550
GIN,Africa,Guinea,March 2020,13132792,1814565,70162115
GIN,Africa,Guinea,March 2021,13132792,1982849,72144964
GIN,Africa,Guinea,May 2020,13132792,2810809,74955773
GIN,Africa,Guinea,May 2021,13132792,7134504,82090277
GIN,Africa,Guinea,November 2020,13132792,2236490,84326767
GIN,Africa,Guinea,October 2020,13132792,2394107,86720874
GIN,Africa,Guinea,September 2020,13132792,2397266,89118140
GMB,Africa,Gambia,April 2020,2416664,3310502,3310502
